color	gene_n
indianred	ATF2
indianred	ATF7IP2
indianred	ATG12
indianred	ATG4C
indianred	ATG5
indianred	ATIC
indianred	ATL2
indianred	ATM
indianred	ATMIN
indianred	ATP11C
indianred	ATP8A1
indianred	ATP9B
indianred	ATR
indianred	ATRX
indianred	ATXN10
indianred	ATXN7L3B
indianred	BAG5
indianred	BBS10
indianred	BBS2
indianred	BBS9
indianred	BCCIP
indianred	BCKDHB
indianred	BCLAF1
indianred	BDP1
indianred	BET1
indianred	BIRC3
indianred	BIRC6
indianred	BLOC1S2
indianred	BLOC1S6
indianred	BMI1
indianred	BMPR1A
indianred	BMS1
indianred	BOD1
indianred	BRIX1
indianred	BRWD1
indianred	BTAF1
indianred	BTBD1
indianred	BTF3L4
indianred	BUB3
indianred	BZW1
indianred	BZW2
indianred	C11orf58
indianred	C12orf29
indianred	C12orf45
indianred	C12orf66
indianred	C21orf62-AS1
indianred	C2CD5
indianred	C2orf49
indianred	C3orf38
indianred	C5orf24
indianred	C5orf63
indianred	CAAP1
indianred	CAMK2D
indianred	CAMK4
indianred	CAMKMT
indianred	CAND1
indianred	CAPN7
indianred	CARF
indianred	CARNMT1
indianred	CASD1
indianred	CASK
indianred	CASP8AP2
indianred	CBFB
indianred	CBLB
indianred	CBLL1
indianred	CBX3
indianred	CBX5
indianred	CCAR1
indianred	CCDC14
indianred	CCDC18
indianred	CCDC59
indianred	CCDC66
indianred	CCDC7
indianred	CCDC82
indianred	CCDC90B
indianred	CCDC91
indianred	CCNC
indianred	CCNG1
indianred	CCNH
indianred	CCNT2
indianred	CCSER2
indianred	CCT2
indianred	CCT4
indianred	CCT6A
indianred	CD200R1
indianred	CD28
indianred	CD3D
indianred	CD3G
indianred	CD47
indianred	CD96
indianred	CDC23
indianred	CDC37L1
indianred	CDC5L
indianred	CDKAL1
indianred	CDKN2AIP
indianred	CEBPG
indianred	CEBPZ
indianred	CENPC
indianred	CEP120
indianred	CEP135
indianred	CEP290
indianred	CEP44
indianred	CEP57
indianred	CEP78
indianred	CEP85L
indianred	CEP95
indianred	CEPT1
indianred	CFAP44
indianred	CFAP97
indianred	CHD9
indianred	CHIC1
indianred	CHM
indianred	CHML
indianred	CHORDC1
indianred	CHRM3-AS2
indianred	CLASP2
indianred	CLCC1
indianred	CLDND1
indianred	CLEC2D
indianred	CLIP4
indianred	CLK1
indianred	CLNS1A
indianred	CLOCK
indianred	CMC1
indianred	CMPK1
indianred	CMTR2
indianred	CNIH1
indianred	CNKSR2
indianred	CNOT2
indianred	CNOT6L
indianred	CNOT7
indianred	COA5
indianred	COG2
indianred	COG3
indianred	COG6
indianred	COMMD10
indianred	COMMD2
indianred	COMMD6
indianred	COMMD8
indianred	COPS2
indianred	COPS4
indianred	COPS8
indianred	COX10-AS1
indianred	COX11
indianred	COX20
indianred	COX6C
indianred	COX7C
indianred	CPLANE1
indianred	CPSF6
indianred	CRBN
indianred	CREBL2
indianred	CREBZF
indianred	CSE1L
indianred	CSNK1G3
indianred	CSNK2A1
indianred	CSPP1
indianred	CSTF3
indianred	CTDSPL2
indianred	CUL5
indianred	CWC15
indianred	CWC22
indianred	CWC27
indianred	CWF19L2
indianred	CYLD
indianred	CYP20A1
indianred	CYP2U1
indianred	CYP4V2
indianred	DBF4
indianred	DBR1
indianred	DBT
indianred	DCAF13
indianred	DCAF16
indianred	DCAF17
indianred	DCUN1D4
indianred	DCUN1D5
indianred	DDHD1
indianred	DDHD2
indianred	DDX1
indianred	DDX10
indianred	DDX18
indianred	DDX20
indianred	DDX50
indianred	DENND4C
indianred	DENR
indianred	DGKE
indianred	DHX15
indianred	DHX29
indianred	DHX35
indianred	DHX36
indianred	DHX57
indianred	DIMT1
indianred	DIS3
indianred	DIS3L
indianred	DLG1
indianred	DMTF1
indianred	DMXL1
indianred	DNAJB14
indianred	DNAJC10
indianred	DNAJC19
indianred	DNAJC2
indianred	DNAJC21
indianred	DNAJC24
indianred	DNM1L
indianred	DNTTIP2
indianred	DOCK10
indianred	DOP1A
indianred	DPH6
indianred	DPM1
indianred	DPP4
indianred	DPY19L4
indianred	DRAM2
indianred	DTWD1
indianred	DUSP11
indianred	DYNC2H1
indianred	DYNLT3
indianred	DYRK2
indianred	DZIP3
indianred	EBAG9
indianred	EBLN3P
indianred	ECHDC1
indianred	ECI2
indianred	EDRF1
indianred	EEA1
indianred	EED
indianred	EEF1A1
indianred	EEF1AKMT2
indianred	EEF1B2
indianred	EFL1
indianred	EHBP1
indianred	EID1
indianred	EIF2A
indianred	EIF2S1
indianred	EIF3A
indianred	EIF3E
indianred	EIF3H
indianred	EIF3J
indianred	EIF3M
indianred	EIF4A2
indianred	EIF4E
indianred	EIF5
indianred	ELK4
indianred	ELMOD2
indianred	ELOC
indianred	ELP1
indianred	ELP2
indianred	ELP3
indianred	ELP4
indianred	EMC2
indianred	EMG1
indianred	EML5
indianred	ENOPH1
indianred	ENPP4
indianred	ENTPD1-AS1
indianred	ENY2
indianred	EPM2AIP1
indianred	EPRS1
indianred	ERCC6
indianred	ERCC6L2
indianred	ERCC8
indianred	ERMARD
indianred	ERMP1
indianred	ERO1B
indianred	ERVK13-1
indianred	ESCO1
indianred	ESD
indianred	ESF1
indianred	ETAA1
indianred	ETFRF1
indianred	ETNK1
indianred	EXOC2
indianred	EXOC4
indianred	EXOC5
indianred	EXOC6B
indianred	EXOG
indianred	EXOSC2
indianred	EXOSC3
indianred	EXOSC8
indianred	EXOSC9
indianred	FAF1
indianred	FAM117B
indianred	FAM126A
indianred	FAM133B
indianred	FAM135A
indianred	FAM169A
indianred	FAM199X
indianred	FAM204A
indianred	FAM214A
indianred	FAM76B
indianred	FAM98B
indianred	FAN1
indianred	FANCM
indianred	FARSB
indianred	FASTKD1
indianred	FASTKD2
indianred	FBXO21
indianred	FBXO22
indianred	FBXO25
indianred	FBXO28
indianred	FBXO3
indianred	FBXO45
indianred	FBXO8
indianred	FEM1B
indianred	FER
indianred	FIGNL1
indianred	FKBP3
indianred	FKTN
indianred	FNBP4
indianred	FNTA
indianred	FPGT
indianred	FRA10AC1
indianred	FRG1CP
indianred	FRS2
indianred	FSD1L
indianred	FUBP1
indianred	FXN
indianred	FXR1
indianred	FYTTD1
indianred	G2E3
indianred	G3BP1
indianred	GABPA
indianred	GALNT1
indianred	GART
indianred	GCFC2
indianred	GCNT4
indianred	GCSAM
indianred	GFM1
indianred	GFM2
indianred	GLMN
indianred	GLOD4
indianred	GLRX2
indianred	GLRX3
indianred	GLS
indianred	GMPS
indianred	GNL3
indianred	GNPDA2
indianred	GOLGA4
indianred	GOLGA8A
indianred	GOLT1B
indianred	GOPC
indianred	GORAB
indianred	GPALPP1
indianred	GPATCH2
indianred	GPD1L
indianred	GPR171
indianred	GPR174
indianred	GPR180
indianred	GPR183
indianred	GRPEL2
indianred	GRSF1
indianred	GTF2H1
indianred	GTF3C3
indianred	GTPBP10
indianred	GTPBP4
indianred	GTPBP8
indianred	GUF1
indianred	GVINP1
indianred	GVQW3
indianred	GXYLT1
indianred	HACD2
indianred	HACD3
indianred	HACE1
indianred	HACL1
indianred	HAT1
indianred	HAUS3
indianred	HAUS6
indianred	HBS1L
indianred	HCFC2
indianred	HCG18
indianred	HDAC2
indianred	HDAC8
indianred	HEATR1
indianred	HELQ
indianred	HIKESHI
indianred	HINT1
indianred	HLTF
indianred	HMG20A
indianred	HMGB1
indianred	HMGN1
indianred	HMGN3
indianred	HNMT
indianred	HNRNPA1
indianred	HNRNPA3
indianred	HNRNPDL
indianred	HNRNPH1
indianred	HNRNPR
indianred	HNRNPU
indianred	HOOK1
indianred	HP1BP3
indianred	HSF2
indianred	HSP90AA1
indianred	HSPA14
indianred	HSPA8
indianred	HSPA9
indianred	HSPB11
indianred	HSPH1
indianred	HTATSF1
indianred	IARS1
indianred	IBTK
indianred	ICE1
indianred	ICE2
indianred	ICOS
indianred	IFT80
indianred	IGIP
indianred	IKZF2
indianred	IKZF5
indianred	IMPAD1
indianred	ING3
indianred	INPP4B
indianred	INSIG2
indianred	INTS13
indianred	INTS2
indianred	INTS6L
indianred	IPO11
indianred	IPO5
indianred	IPO7
indianred	IQCB1
indianred	ITGA4
indianred	ITGA6
indianred	ITGAV
indianred	ITM2A
indianred	JMY
indianred	JRKL
indianred	KANSL1L-AS1
indianred	KANSL2
indianred	KANTR
indianred	KAT14
indianred	KCTD9
indianred	KDM4C
indianred	KIAA1328
indianred	KIAA1586
indianred	KIF20B
indianred	KIF21A
indianred	KIF3A
indianred	KLF12
indianred	KLHL20
indianred	KLHL28
indianred	KLHL42
indianred	KLHL7
indianred	KLHL9
indianred	KLRB1
indianred	KLRF1
indianred	KPNA5
indianred	KRR1
indianred	KTN1
indianred	L3HYPDH
indianred	LANCL1
indianred	LARP4
indianred	LARP7
indianred	LARS1
indianred	LCORL
indianred	LDAH
indianred	LDHB
indianred	LEPROTL1
indianred	LIMA1
indianred	LIN7C
indianred	LINC00342
indianred	LINC00662
indianred	LINC00667
indianred	LINC00909
indianred	LINC01128
indianred	LINC01184
indianred	LINC01215
indianred	LINC01355
indianred	LINC01578
indianred	LMBRD1
indianred	LMBRD2
indianred	LMO7
indianred	LPAL2
indianred	LPAR6
indianred	LPXN
indianred	LRBA
indianred	LRPPRC
indianred	LRRC40
indianred	LRRC58
indianred	LRRC8C-DT
indianred	LRRN3
indianred	LSG1
indianred	LSM8
indianred	LTN1
indianred	LUC7L2
indianred	LUC7L3
indianred	LYPLAL1
indianred	LYRM2
indianred	LYRM7
indianred	LYSMD3
indianred	MAF
indianred	MAGOHB
indianred	MAK16
indianred	MALAT1
indianred	MALT1
indianred	MAN1A2
indianred	MAN2A1
indianred	MAP3K4
indianred	MAP3K7
indianred	MAP4K3
indianred	MAPK8
indianred	MATR3
indianred	MBLAC2
indianred	MCCC1
indianred	MCPH1
indianred	MCTS1
indianred	MCUB
indianred	MDFIC
indianred	MDH1
indianred	MEAF6
indianred	MED21
indianred	MED6
indianred	METAP1
indianred	METAP2
indianred	METTL14
indianred	METTL21A
indianred	METTL25
indianred	METTL2B
indianred	METTL4
indianred	MFSD4B
indianred	MFSD8
indianred	MGA
indianred	MGAT4A
indianred	MIB1
indianred	MIER3
indianred	MIGA1
indianred	MIOS
indianred	MIR17HG
indianred	MIRLET7A1HG
indianred	MIS12
indianred	MIS18BP1
indianred	MLH3
indianred	MLLT10
indianred	MLLT3
indianred	MMAA
indianred	MMS22L
indianred	MNAT1
indianred	MON2
indianred	MOSMO
indianred	MPHOSPH10
indianred	MPHOSPH9
indianred	MPP6
indianred	MRE11
indianred	MRFAP1L1
indianred	MRPL19
indianred	MRPL3
indianred	MRPL32
indianred	MRPL35
indianred	MRPL42
indianred	MRPL50
indianred	MRPS14
indianred	MRPS18C
indianred	MRPS22
indianred	MRPS23
indianred	MRPS25
indianred	MRPS30
indianred	MRPS31
indianred	MRPS35
indianred	MRPS5
indianred	MRPS9
indianred	MRRF
indianred	MRS2
indianred	MRTFB
indianred	MSANTD2
indianred	MSANTD4
indianred	MSH2
indianred	MTAP
indianred	MTERF1
indianred	MTF2
indianred	MTHFD2L
indianred	MTMR9
indianred	MTPAP
indianred	MTREX
indianred	MTX3
indianred	MYBL1
indianred	MYCBP2
indianred	MYNN
indianred	MYO9A
indianred	MYSM1
indianred	N4BP2
indianred	N4BP2L1
indianred	N6AMT1
indianred	NAA15
indianred	NAA16
indianred	NAA25
indianred	NAA30
indianred	NAA35
indianred	NAA50
indianred	NADK2
indianred	NAE1
indianred	NAP1L1
indianred	NAPEPLD
indianred	NARS2
indianred	NBAS
indianred	NBEA
indianred	NBEAL1
indianred	NBPF11
indianred	NCBP1
indianred	NCBP2
indianred	NCK1
indianred	NCL
indianred	NDUFA10
indianred	NDUFA4
indianred	NDUFA5
indianred	NDUFAF5
indianred	NDUFB5
indianred	NEDD1
indianred	NEK1
indianred	NEMF
indianred	NEMP1
indianred	NEPRO
indianred	NFYB
indianred	NGDN
indianred	NHLRC2
indianred	NIFK
indianred	NIPBL-DT
indianred	NIT2
indianred	NKAPD1
indianred	NKTR
indianred	NMD3
indianred	NNT
indianred	NOC3L
indianred	NOL11
indianred	NOL8
indianred	NOP58
indianred	NPAT
indianred	NPM1
indianred	NR1D2
indianred	NR2C1
indianred	NSA2
indianred	NSMCE4A
indianred	NSUN6
indianred	NT5DC1
indianred	NT5E
indianred	NUCKS1
indianred	NUDCD1
indianred	NUDT21
indianred	NUP107
indianred	NUP133
indianred	NUP155
indianred	NUP160
indianred	NUP35
indianred	NUP42
indianred	NUP43
indianred	NUP54
indianred	NUP88
indianred	NUS1
indianred	NVL
indianred	OBI1
indianred	OCIAD1
indianred	ODF2L
indianred	ODR4
indianred	OFD1
indianred	OIP5-AS1
indianred	OLA1
indianred	OPA1
indianred	ORC3
indianred	ORC4
indianred	ORC5
indianred	ORMDL1
indianred	OTUD3
indianred	OTUD4
indianred	OTUD6B
indianred	OTUD6B-AS1
indianred	OXCT1
indianred	OXR1
indianred	P2RY10
indianred	P4HA1
indianred	PACRGL
indianred	PAIP1
indianred	PAIP2B
indianred	PANK3
indianred	PAQR3
indianred	PARP1
indianred	PATJ
indianred	PAXBP1
indianred	PCBD2
indianred	PCCA
indianred	PCID2
indianred	PCM1
indianred	PCNP
indianred	PCNX4
indianred	PDCD2
indianred	PDCD4
indianred	PDE4DIP
indianred	PDE8A
indianred	PDIK1L
indianred	PDS5A
indianred	PDXDC1
indianred	PEX1
indianred	PEX13
indianred	PEX2
indianred	PEX3
indianred	PGGT1B
indianred	PGM3
indianred	PHAX
indianred	PHF10
indianred	PHF14
indianred	PHF3
indianred	PHF6
indianred	PHTF2
indianred	PIBF1
indianred	PIGF
indianred	PIGK
indianred	PIGN
indianred	PIK3C3
indianred	PIK3R1
indianred	PKN2
indianred	PLCXD2
indianred	PLEKHA1
indianred	PLEKHA8
indianred	PLRG1
indianred	PMPCB
indianred	PMS1
indianred	PNISR
indianred	PNPLA8
indianred	PNRC2
indianred	POGLUT1
indianred	POLA1
indianred	POLG2
indianred	POLK
indianred	POLR1B
indianred	POLR1E
indianred	POLR2B
indianred	POLR2K
indianred	POLR2M
indianred	POT1
indianred	PPHLN1
indianred	PPIG
indianred	PPIL4
indianred	PPIP5K2
indianred	PPM1B
indianred	PPP1CC
indianred	PPP3CC
indianred	PPP4R3A
indianred	PPP4R3B
indianred	PPWD1
indianred	PRELID3B
indianred	PREPL
indianred	PRIM2
indianred	PRKACB
indianred	PRKCI
indianred	PRKCQ-AS1
indianred	PRKRA
indianred	PRMT3
indianred	PRPF38B
indianred	PRPF39
indianred	PRPF40A
indianred	PRPF4B
indianred	PRRC1
indianred	PSIP1
indianred	PSMC6
indianred	PTCD2
indianred	PTCD3
indianred	PTER
indianred	PTPN4
indianred	PUM3
indianred	PURA
indianred	PUS7L
indianred	PWP1
indianred	PYHIN1
indianred	PYROXD1
indianred	QRSL1
indianred	RAB11FIP2
indianred	RAB30-DT
indianred	RABEP1
indianred	RABGAP1L
indianred	RABGGTB
indianred	RABL3
indianred	RAD1
indianred	RAD17
indianred	RALA
indianred	RALGAPA1
indianred	RANBP6
indianred	RAP1GDS1
indianred	RAPGEF6
indianred	RARS1
indianred	RARS2
indianred	RBAK
indianred	RBBP7
indianred	RBIS
indianred	RBL1
indianred	RBM12
indianred	RBM12B
indianred	RBM25
indianred	RBM26
indianred	RBM27
indianred	RBM39
indianred	RBM41
indianred	RBM45
indianred	RBM48
indianred	RBMX
indianred	RCN2
indianred	RECQL
indianred	RELCH
indianred	REPS1
indianred	REST
indianred	REV1
indianred	REV3L
indianred	RFC1
indianred	RFX7
indianred	RIC8B
indianred	RIF1
indianred	RIOK1
indianred	RIOK2
indianred	RIOX2
indianred	RMDN1
indianred	RNASEH2B
indianred	RNF139
indianred	RNF6
indianred	RNGTT
indianred	RNMT
indianred	RNPC3
indianred	RO60
indianred	RORA
indianred	RPAIN
indianred	RPAP2
indianred	RPAP3
indianred	RPE
indianred	RPF1
indianred	RPP30
indianred	RPRD1A
indianred	RRN3
indianred	RRN3P1
indianred	RRP15
indianred	RSF1
indianred	RSL1D1
indianred	RSL24D1
indianred	RTRAF
indianred	RTTN
indianred	RUFY3
indianred	RUVBL1
indianred	RWDD1
indianred	RYK
indianred	SACM1L
indianred	SACS
indianred	SATB1-AS1
indianred	SBDS
indianred	SC5D
indianred	SCAI
indianred	SCAMP1
indianred	SCAPER
indianred	SCFD1
indianred	SCML1
indianred	SCOC
indianred	SDAD1
indianred	SDR42E1
indianred	SEM1
indianred	SENP6
indianred	SENP7
indianred	SEPSECS
indianred	SEPTIN7
indianred	SERBP1
indianred	SET
indianred	SETDB2
indianred	SF3B1
indianred	SFPQ
indianred	SFT2D3
indianred	SH2D1A
indianred	SH3YL1
indianred	SHLD2
indianred	SHPRH
indianred	SHQ1
indianred	SIKE1
indianred	SINHCAF
indianred	SLC12A2
indianred	SLC16A7
indianred	SLC20A2
indianred	SLC25A26
indianred	SLC25A36
indianred	SLC25A46
indianred	SLC30A5
indianred	SLC30A9
indianred	SLC33A1
indianred	SLC35A3
indianred	SLC35D1
indianred	SLC38A1
indianred	SLC38A9
indianred	SLC39A10
indianred	SLC4A7
indianred	SLC5A3
indianred	SLTM
indianred	SMAD5
indianred	SMARCA5
indianred	SMARCAD1
indianred	SMARCE1
indianred	SMC3
indianred	SMC4
indianred	SMC5
indianred	SMC6
indianred	SMIM10L1
indianred	SMYD2
indianred	SMYD3
indianred	SNAPC3
indianred	SNHG1
indianred	SNHG14
indianred	SNHG6
indianred	SNHG8
indianred	SNRNP48
indianred	SNRPA1
indianred	SNRPD2
indianred	SNX14
indianred	SNX2
indianred	SNX25
indianred	SNX4
indianred	SNX5
indianred	SOCS4
indianred	SOS1
indianred	SP4
indianred	SPATA5
indianred	SPCS3
indianred	SPEF2
indianred	SPIN3
indianred	SREK1
indianred	SREK1IP1
indianred	SRFBP1
indianred	SRP72
indianred	SRP9
indianred	SRSF1
indianred	SRSF10
indianred	SRSF11
indianred	SRSF3
indianred	SRSF6
indianred	SRSF7
indianred	SS18
indianred	SSB
indianred	SSBP1
indianred	SSBP2
indianred	SSX2IP
indianred	STARD4
indianred	STAT4
indianred	STK39
indianred	STT3B
indianred	STXBP4
indianred	STYX
indianred	SUB1
indianred	SUCLA2
indianred	SUCLG2
indianred	SUCO
indianred	SUGT1
indianred	SUMO4
indianred	SUPT16H
indianred	SUPT3H
indianred	SUPV3L1
indianred	SVIP
indianred	SYNCRIP
indianred	SYNE2
indianred	SYNJ2BP
indianred	TAF1D
indianred	TAF2
indianred	TAPT1
indianred	TARBP1
indianred	TARS3
indianred	TAS2R30
indianred	TASOR
indianred	TASOR2
indianred	TASP1
indianred	TAX1BP1
indianred	TBC1D19
indianred	TBC1D32
indianred	TBC1D4
indianred	TBCCD1
indianred	TBCK
indianred	TC2N
indianred	TCEA1
indianred	TCERG1
indianred	TCF12
indianred	TCTN1
indianred	TDP1
indianred	TDRD3
indianred	TEFM
indianred	TERF1
indianred	TEX10
indianred	TFAM
indianred	TFB1M
indianred	TFEC
indianred	THADA
indianred	THAP12
indianred	THAP6
indianred	THAP9-AS1
indianred	THEMIS
indianred	THOC1
indianred	THOC2
indianred	THUMPD1
indianred	THUMPD2
indianred	THUMPD3
indianred	THUMPD3-AS1
indianred	TIA1
indianred	TIGD1
indianred	TIGD7
indianred	TM9SF3
indianred	TMA16
indianred	TMCO1
indianred	TMED7
indianred	TMEM106B
indianred	TMEM135
indianred	TMEM161B
indianred	TMEM161B-AS1
indianred	TMEM168
indianred	TMEM181
indianred	TMEM19
indianred	TMEM243
indianred	TMEM245
indianred	TMEM263
indianred	TMEM41A
indianred	TMEM50B
indianred	TMPO
indianred	TMTC3
indianred	TMX3
indianred	TNFAIP8
indianred	TOGARAM1
indianred	TOMM20
indianred	TOMM70
indianred	TOP2B
indianred	TP53RK
indianred	TPP2
indianred	TPR
indianred	TRA2B
indianred	TRAF5
indianred	TRAPPC13
indianred	TRAPPC6B
indianred	TRAT1
indianred	TRG-AS1
indianred	TRIM23
indianred	TRIM32
indianred	TRIM44
indianred	TRIM52
indianred	TRIP11
indianred	TRMT11
indianred	TRMT13
indianred	TRNT1
indianred	TRPM7
indianred	TRUB1
indianred	TSEN15
indianred	TSEN2
indianred	TSN
indianred	TTC13
indianred	TTC14
indianred	TTC17
indianred	TTC19
indianred	TTC21B
indianred	TTC27
indianred	TTC3
indianred	TTC33
indianred	TTC37
indianred	TTC39B
indianred	TTC5
indianred	TUBE1
indianred	TUBGCP5
indianred	TUG1
indianred	TUT4
indianred	TWISTNB
indianred	TXK
indianred	TXLNG
indianred	TXNDC16
indianred	TXNDC9
indianred	TYW3
indianred	U2SURP
indianred	UBA2
indianred	UBA5
indianred	UBA6
indianred	UBA6-AS1
indianred	UBE2G2
indianred	UBE2K
indianred	UBE2N
indianred	UBE2Q2
indianred	UBE2V2
indianred	UBE3A
indianred	UBE3D
indianred	UBP1
indianred	UCHL5
indianred	UFL1
indianred	UFM1
indianred	UFSP2
indianred	UHMK1
indianred	UHRF2
indianred	ULK4
indianred	UPF3A
indianred	UPRT
indianred	UQCRB
indianred	URI1
indianred	USO1
indianred	USP1
indianred	USP16
indianred	USP24
indianred	USP28
indianred	USP37
indianred	USP45
indianred	USP47
indianred	USPL1
indianred	UTP15
indianred	UTP20
indianred	UTP23
indianred	UTP25
indianred	UTP6
indianred	UTRN
indianred	VAMP4
indianred	VEZT
indianred	VMA21
indianred	VPS13A
indianred	VPS13C
indianred	VPS29
indianred	VPS36
indianred	VPS45
indianred	VPS50
indianred	VRK2
indianred	WARS2-AS1
indianred	WASL
indianred	WDFY1
indianred	WDPCP
indianred	WDR3
indianred	WDR36
indianred	WDR43
indianred	WDR48
indianred	WDR5B
indianred	WDR7
indianred	WDR70
indianred	WDR75
indianred	WDR89
indianred	WRN
indianred	WWP1
indianred	XPA
indianred	XPO4
indianred	XPOT
indianred	YIPF5
indianred	YTHDC1
indianred	YTHDC2
indianred	Z95331.1
indianred	ZBED5
indianred	ZBTB1
indianred	ZBTB10
indianred	ZBTB11
indianred	ZBTB14
indianred	ZBTB25
indianred	ZBTB33
indianred	ZBTB41
indianred	ZBTB5
indianred	ZBTB6
indianred	ZC3H14
indianred	ZC3H15
indianred	ZC3H8
indianred	ZCCHC10
indianred	ZCCHC4
indianred	ZCCHC7
indianred	ZCCHC9
indianred	ZDBF2
indianred	ZFAND1
indianred	ZFP14
indianred	ZFP3
indianred	ZFP30
indianred	ZFP62
indianred	ZFP82
indianred	ZFP90
indianred	ZHX1
indianred	ZMAT1
indianred	ZMAT3
indianred	ZMYM1
indianred	ZMYM6
indianred	ZMYND11
indianred	ZNF12
indianred	ZNF121
indianred	ZNF124
indianred	ZNF131
indianred	ZNF134
indianred	ZNF136
indianred	ZNF138
indianred	ZNF14
indianred	ZNF141
indianred	ZNF146
indianred	ZNF17
indianred	ZNF180
indianred	ZNF181
indianred	ZNF184
indianred	ZNF189
indianred	ZNF195
indianred	ZNF22
indianred	ZNF224
indianred	ZNF226
indianred	ZNF227
indianred	ZNF234
indianred	ZNF235
indianred	ZNF24
indianred	ZNF248
indianred	ZNF25
indianred	ZNF253
indianred	ZNF26
indianred	ZNF260
indianred	ZNF266
indianred	ZNF268
indianred	ZNF271P
indianred	ZNF277
indianred	ZNF28
indianred	ZNF280D
indianred	ZNF283
indianred	ZNF302
indianred	ZNF326
indianred	ZNF337
indianred	ZNF33B
indianred	ZNF347
indianred	ZNF354B
indianred	ZNF354C
indianred	ZNF37A
indianred	ZNF37BP
indianred	ZNF383
indianred	ZNF41
indianred	ZNF419
indianred	ZNF420
indianred	ZNF430
indianred	ZNF431
indianred	ZNF432
indianred	ZNF439
indianred	ZNF44
indianred	ZNF451
indianred	ZNF480
indianred	ZNF483
indianred	ZNF484
indianred	ZNF506
indianred	ZNF507
indianred	ZNF510
indianred	ZNF512
indianred	ZNF518A
indianred	ZNF518B
indianred	ZNF519
indianred	ZNF525
indianred	ZNF528
indianred	ZNF529
indianred	ZNF540
indianred	ZNF543
indianred	ZNF544
indianred	ZNF546
indianred	ZNF548
indianred	ZNF549
indianred	ZNF550
indianred	ZNF551
indianred	ZNF555
indianred	ZNF559
indianred	ZNF561
indianred	ZNF566
indianred	ZNF567
indianred	ZNF568
indianred	ZNF573
indianred	ZNF577
indianred	ZNF594
indianred	ZNF600
indianred	ZNF614
indianred	ZNF615
indianred	ZNF623
indianred	ZNF624
indianred	ZNF638
indianred	ZNF639
indianred	ZNF644
indianred	ZNF649
indianred	ZNF654
indianred	ZNF675
indianred	ZNF678
indianred	ZNF680
indianred	ZNF681
indianred	ZNF706
indianred	ZNF708
indianred	ZNF720
indianred	ZNF721
indianred	ZNF736
indianred	ZNF75A
indianred	ZNF761
indianred	ZNF765
indianred	ZNF770
indianred	ZNF780A
indianred	ZNF780B
indianred	ZNF791
indianred	ZNF800
indianred	ZNF808
indianred	ZNF813
indianred	ZNF816
indianred	ZNF836
indianred	ZNF84
indianred	ZNF845
indianred	ZNF846
indianred	ZNF891
indianred	ZNF91
indianred	ZNF92
indianred	ZNHIT6
indianred	ZNRD1ASP
indianred	ZRANB2
indianred	ZSCAN12
indianred	ZUP1
white	H2BC19P
white	H2BC20P
pink	AATK
pink	ABCA2
pink	ABCD1
pink	ABR
pink	ABTB1
pink	ABTB2
pink	AC002316.1
pink	AC004151.1
pink	AC004233.2
pink	AC005072.1
pink	AC005306.1
pink	AC006001.3
pink	AC006254.1
pink	AC009716.2
pink	AC010327.6
pink	AC011676.5
pink	AC012676.5
pink	AC015799.1
pink	AC015802.6
pink	AC018628.2
pink	AC018638.2
pink	AC018638.4
pink	AC018638.5
pink	AC020916.1
pink	AC020917.4
pink	AC025280.1
pink	AC040162.1
pink	AC055839.2
pink	AC073046.1
pink	AC078962.2
pink	AC080112.5
pink	AC087741.1
pink	AC090559.1
pink	AC092135.3
pink	AC092139.3
pink	AC092145.1
pink	AC092384.3
pink	AC099489.1
pink	AC106037.2
pink	AC110079.1
pink	AC116407.4
pink	AC127070.4
pink	AC131009.4
pink	AC132872.5
pink	AC136475.3
pink	AC139495.2
pink	AC145098.2
pink	ACAP1
pink	ACAP3
pink	ACIN1
pink	ACTB
pink	ACTN1
pink	ACTN4
pink	ADAM19
pink	ADAM8
pink	ADAMTSL4
pink	ADAMTSL4-AS1
pink	ADAMTSL4-AS2
pink	ADAP1
pink	ADCY4
pink	ADD1
pink	ADGRE5
pink	ADRM1
pink	AF001548.2
pink	AGAP2
pink	AGER
pink	AGPAT1
pink	AKAP8L
pink	AKNA
pink	AKT2
pink	AL035587.1
pink	AL049840.5
pink	AL121753.2
pink	AL133245.1
pink	AL159141.1
pink	AL353795.3
pink	AL627309.5
pink	AL627309.6
pink	AL627309.7
pink	AL683842.1
pink	ALDH3B1
pink	ALDOA
pink	ANAPC2
pink	ANKRD11
pink	ANKRD13D
pink	ANKRD17
pink	ANKRD52
pink	ANPEP
pink	ANXA11
pink	AP000763.3
pink	AP002807.1
pink	AP006259.1
pink	AP1G2
pink	AP1M1
pink	AP2A2
pink	AP3D1
pink	AP5Z1
pink	APOBR
pink	ARAF
pink	ARAP1
pink	ARAP3
pink	ARFGAP1
pink	ARHGAP1
pink	ARHGAP27
pink	ARHGAP4
pink	ARHGAP9
pink	ARHGDIA
pink	ARHGEF1
pink	ARHGEF11
pink	ARHGEF2
pink	ARID1A
pink	ARID3A
pink	ARID3B
pink	ARMC7
pink	ARRDC1
pink	ARSA
pink	ASB16-AS1
pink	ASL
pink	ATF6B
pink	ATF7
pink	ATG13
pink	ATG16L2
pink	ATG2A
pink	ATG4B
pink	ATG9A
pink	ATN1
pink	ATP2A3
pink	ATP6AP1
pink	ATXN1L
